wc_date,wc_caption,wc_mention
2026-06-13 09:00:00,수영모,0
2026-06-13 09:00:00,수영복,1
2026-06-13 09:00:00,스포츠,5
2026-06-13 09:00:00,신축성,1
2026-06-13 09:00:00,염소,6
2026-06-13 09:00:00,원단,0
2026-06-13 09:00:00,전문,9
2026-06-13 09:00:00,착용감,1
2026-06-13 09:00:00,추천,7
2026-06-13 09:00:00,품질,9
2026-06-13 09:00:00,향기,8
2026-06-14 09:00:00,ROAR,12
2026-06-14 09:00:00,가성비,7
2026-06-14 09:00:00,두피,6
2026-06-14 09:00:00,디자인,0
2026-06-14 09:00:00,라이언스윔,5
2026-06-14 09:00:00,만족도,5
2026-06-14 09:00:00,모발,7
2026-06-14 09:00:00,밀착감,1
2026-06-14 09:00:00,보습,5
2026-06-14 09:00:00,사이즈,0
2026-06-14 09:00:00,샴푸,5
2026-06-14 09:00:00,세정력,4
2026-06-14 09:00:00,수경,0
2026-06-14 09:00:00,수영,5
2026-06-14 09:00:00,수영모,0
2026-06-14 09:00:00,수영복,0
2026-06-14 09:00:00,스포츠,9
2026-06-14 09:00:00,신축성,0
2026-06-14 09:00:00,염소,7
2026-06-14 09:00:00,원단,0
2026-06-14 09:00:00,전문,10
2026-06-14 09:00:00,착용감,0
2026-06-14 09:00:00,추천,5
2026-06-14 09:00:00,품질,15
2026-06-14 09:00:00,향기,6
2026-06-15 09:00:00,ROAR,12
2026-06-15 09:00:00,가성비,14
2026-06-15 09:00:00,두피,3
2026-06-15 09:00:00,디자인,1
2026-06-15 09:00:00,라이언스윔,15
2026-06-15 09:00:00,만족도,7
2026-06-15 09:00:00,모발,3
2026-06-15 09:00:00,밀착감,0
2026-06-15 09:00:00,보습,4
2026-06-15 09:00:00,사이즈,1
2026-06-15 09:00:00,샴푸,3
2026-06-15 09:00:00,세정력,4
2026-06-15 09:00:00,수경,0
2026-06-15 09:00:00,수영,8
2026-06-15 09:00:00,수영모,1
2026-06-15 09:00:00,수영복,1
2026-06-15 09:00:00,스포츠,8
2026-06-15 09:00:00,신축성,1
2026-06-15 09:00:00,염소,6
2026-06-15 09:00:00,원단,1
2026-06-15 09:00:00,전문,6
2026-06-15 09:00:00,착용감,0
2026-06-15 09:00:00,추천,7
2026-06-15 09:00:00,품질,8
2026-06-15 09:00:00,향기,3
