profile_follower_id,client_id,profile_metric_id,profile_metric_at,profile_gender,profile_age_group,profile_follower_count,profile_follower_ratio
profol-0320,cli-0001,promet-0027,2026-06-09 00:00:00,female,20대,5,0.63
profol-0321,cli-0001,promet-0027,2026-06-09 00:00:00,female,30대,100,12.67
profol-0322,cli-0001,promet-0027,2026-06-09 00:00:00,female,40대,26,3.3000000000000003
profol-0323,cli-0001,promet-0027,2026-06-09 00:00:00,female,50대,147,18.63
profol-0324,cli-0001,promet-0027,2026-06-09 00:00:00,female,60대+,102,12.93
profol-0325,cli-0001,promet-0028,2026-06-10 00:00:00,male,10대,153,19.05
profol-0326,cli-0001,promet-0028,2026-06-10 00:00:00,male,20대,121,15.07
profol-0327,cli-0001,promet-0028,2026-06-10 00:00:00,male,30대,70,8.72
profol-0328,cli-0001,promet-0028,2026-06-10 00:00:00,male,40대,63,7.85
profol-0329,cli-0001,promet-0028,2026-06-10 00:00:00,male,50대,75,9.34
profol-0330,cli-0001,promet-0028,2026-06-10 00:00:00,male,60대+,13,1.6199999999999999
profol-0331,cli-0001,promet-0028,2026-06-10 00:00:00,female,10대,172,21.42
profol-0332,cli-0001,promet-0028,2026-06-10 00:00:00,female,20대,35,4.36
profol-0333,cli-0001,promet-0028,2026-06-10 00:00:00,female,30대,34,4.2299999999999995
profol-0334,cli-0001,promet-0028,2026-06-10 00:00:00,female,40대,51,6.35
profol-0335,cli-0001,promet-0028,2026-06-10 00:00:00,female,50대,4,0.5
profol-0336,cli-0001,promet-0028,2026-06-10 00:00:00,female,60대+,12,1.49
profol-0337,cli-0001,promet-0029,2026-06-11 00:00:00,male,10대,32,3.8699999999999997
profol-0338,cli-0001,promet-0029,2026-06-11 00:00:00,male,20대,125,15.129999999999999
profol-0339,cli-0001,promet-0029,2026-06-11 00:00:00,male,30대,13,1.5699999999999998
profol-0340,cli-0001,promet-0029,2026-06-11 00:00:00,male,40대,3,0.36
profol-0341,cli-0001,promet-0029,2026-06-11 00:00:00,male,50대,121,14.649999999999999
profol-0342,cli-0001,promet-0029,2026-06-11 00:00:00,male,60대+,49,5.93
profol-0343,cli-0001,promet-0029,2026-06-11 00:00:00,female,10대,86,10.41
profol-0344,cli-0001,promet-0029,2026-06-11 00:00:00,female,20대,38,4.6
profol-0345,cli-0001,promet-0029,2026-06-11 00:00:00,female,30대,29,3.51
profol-0346,cli-0001,promet-0029,2026-06-11 00:00:00,female,40대,114,13.8
profol-0347,cli-0001,promet-0029,2026-06-11 00:00:00,female,50대,133,16.1
profol-0348,cli-0001,promet-0029,2026-06-11 00:00:00,female,60대+,83,10.05
profol-0349,cli-0001,promet-0030,2026-06-12 00:00:00,male,10대,12,1.44
profol-0350,cli-0001,promet-0030,2026-06-12 00:00:00,male,20대,115,13.81
profol-0351,cli-0001,promet-0030,2026-06-12 00:00:00,male,30대,171,20.53
profol-0352,cli-0001,promet-0030,2026-06-12 00:00:00,male,40대,140,16.81
profol-0353,cli-0001,promet-0030,2026-06-12 00:00:00,male,50대,34,4.08
profol-0354,cli-0001,promet-0030,2026-06-12 00:00:00,male,60대+,105,12.61
profol-0355,cli-0001,promet-0030,2026-06-12 00:00:00,female,10대,103,12.36
profol-0356,cli-0001,promet-0030,2026-06-12 00:00:00,female,20대,22,2.64
profol-0357,cli-0001,promet-0030,2026-06-12 00:00:00,female,30대,78,9.36
profol-0358,cli-0001,promet-0030,2026-06-12 00:00:00,female,40대,1,0.12
profol-0359,cli-0001,promet-0030,2026-06-12 00:00:00,female,50대,41,4.92
profol-0360,cli-0001,promet-0030,2026-06-12 00:00:00,female,60대+,11,1.32
profol-0361,cli-0001,promet-0031,2026-06-13 00:00:00,male,10대,71,8.469999999999999
profol-0362,cli-0001,promet-0031,2026-06-13 00:00:00,male,20대,117,13.96
profol-0363,cli-0001,promet-0031,2026-06-13 00:00:00,male,30대,289,34.489999999999995
profol-0364,cli-0001,promet-0031,2026-06-13 00:00:00,male,40대,93,11.1
profol-0365,cli-0001,promet-0031,2026-06-13 00:00:00,male,50대,46,5.489999999999999
profol-0366,cli-0001,promet-0031,2026-06-13 00:00:00,male,60대+,33,3.94
profol-0367,cli-0001,promet-0031,2026-06-13 00:00:00,female,10대,92,10.979999999999999
profol-0368,cli-0001,promet-0031,2026-06-13 00:00:00,female,20대,14,1.67
profol-0369,cli-0001,promet-0031,2026-06-13 00:00:00,female,30대,15,1.79
profol-0370,cli-0001,promet-0031,2026-06-13 00:00:00,female,40대,23,2.74
profol-0371,cli-0001,promet-0031,2026-06-13 00:00:00,female,50대,27,3.2199999999999998
profol-0372,cli-0001,promet-0031,2026-06-13 00:00:00,female,60대+,18,2.15
profol-0373,cli-0001,promet-0032,2026-06-14 00:00:00,male,10대,77,9.16
profol-0374,cli-0001,promet-0032,2026-06-14 00:00:00,male,20대,63,7.489999999999999
profol-0375,cli-0001,promet-0032,2026-06-14 00:00:00,male,30대,57,6.78
profol-0376,cli-0001,promet-0032,2026-06-14 00:00:00,male,40대,20,2.3800000000000003
profol-0377,cli-0001,promet-0032,2026-06-14 00:00:00,male,50대,15,1.78
profol-0378,cli-0001,promet-0032,2026-06-14 00:00:00,male,60대+,19,2.26
profol-0379,cli-0001,promet-0032,2026-06-14 00:00:00,female,10대,10,1.1900000000000002
profol-0380,cli-0001,promet-0032,2026-06-14 00:00:00,female,20대,130,15.459999999999999
profol-0381,cli-0001,promet-0032,2026-06-14 00:00:00,female,30대,27,3.2099999999999995
profol-0382,cli-0001,promet-0032,2026-06-14 00:00:00,female,40대,8,0.95
profol-0383,cli-0001,promet-0032,2026-06-14 00:00:00,female,50대,261,31.03
profol-0384,cli-0001,promet-0032,2026-06-14 00:00:00,female,60대+,154,18.310000000000002
